trajectory,domain_seed,method,initial_task_score,final_task_score,last_observed_task_score,task_auc_normalized,final_task_ratio,initial_violation_rate,final_violation_rate,initial_task_max_ratio,final_task_max_ratio,initial_global_rmse,final_global_rmse,final_global_ratio,selection_switches,selection_history,accepted_history,rejected_trials,final_trust_radius_mm,constraint_violation,all_updates_succeeded,elapsed_s
harmonic_loop,691,violation_safe,12.862069933513736,2.62071845091861,2.62071845091861,0.4150324659815848,0.20375557468320085,0.6666666666666666,0.6666666666666666,17.83794976375735,3.108555382311754,1.479975150236633,0.8112242673721501,0.5481337083547948,3,"[[2, 3], [3, 4], [2, 3], [3, 4]]","[true, true, true, true, true]",0,4.0,0,1,0.32494912499999984
harmonic_loop,691,random_zones,12.862069933513736,5.418352483744153,5.418352483744153,0.6551394689503302,0.42126597909609836,0.6666666666666666,0.6666666666666666,17.83794976375735,7.225799360877615,1.479975150236633,0.7739522212496864,0.522949470554245,0,"[[0, 1], [0, 1], [0, 1], [0, 1]]","[true, true, true, true, true]",0,0.0,0,1,0.2710961659999995
harmonic_loop,709,full_trajectory,11.044380932758228,2.5722073188399444,2.5722073188399444,0.4443358591765105,0.23289737419420575,0.8333333333333334,0.6666666666666666,15.537877043583842,3.288926716945561,1.305767458021969,0.4361110621279852,0.33398830660753676,0,"[[0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5]]","[true, true, true, true, true]",0,0.0,0,1,0.28589166699999957
harmonic_loop,709,static_tolerance,11.044380932758228,2.9291002763289717,2.9291002763289717,0.3917821129246506,0.26521181170427605,0.8333333333333334,0.5,15.537877043583842,3.963985229034299,1.305767458021969,0.6233149151375013,0.47735522225505966,0,"[[2, 3], [2, 3], [2, 3], [2, 3]]","[true, true, true, true, true]",0,0.0,0,1,0.23153529100000014
harmonic_loop,709,curvature_zones,11.044380932758228,2.9291002763289717,2.9291002763289717,0.3917821129246506,0.26521181170427605,0.8333333333333334,0.5,15.537877043583842,3.963985229034299,1.305767458021969,0.6233149151375013,0.47735522225505966,0,"[[2, 3], [2, 3], [2, 3], [2, 3]]","[true, true, true, true, true]",0,0.0,0,1,0.5842590409999993
harmonic_loop,709,jerk_zones,11.044380932758228,4.742774434757444,4.742774434757444,0.649074888047406,0.42942872612172583,0.8333333333333334,0.5,15.537877043583842,6.53498133412597,1.305767458021969,0.6172298304435502,0.47269506270171235,0,"[[1, 2], [1, 2], [1, 2], [1, 2]]","[true, true, true, true, true]",0,0.0,0,1,0.2321153339999995
harmonic_loop,709,error_peak_dynamic,11.044380932758228,2.45226194820814,2.45226194820814,0.37341424958589053,0.22203706691559316,0.8333333333333334,0.5,15.537877043583842,3.227708145806877,1.305767458021969,0.49495557385049377,0.379053384130336,3,"[[1, 3], [3, 4], [1, 3], [1, 4]]","[true, true, true, true, true]",0,0.0,0,1,0.23828987499999954
harmonic_loop,709,violation_dynamic,11.044380932758228,2.1942709323323,2.1942709323323,0.3571965901775481,0.19867758507169692,0.8333333333333334,0.6666666666666666,15.537877043583842,2.753122010303727,1.305767458021969,0.5488508058618496,0.4203281392027274,3,"[[3, 4], [1, 3], [3, 4], [1, 3]]","[true, true, true, true, true]",0,0.0,0,1,0.36549879200000035
harmonic_loop,709,violation_safe,11.044380932758228,1.8777495460220621,2.1942709323323,0.3571965901775481,0.17001854223015397,0.8333333333333334,0.6666666666666666,15.537877043583842,2.1115383026846932,1.305767458021969,0.6124625455787539,0.4690441179370006,3,"[[3, 4], [1, 3], [3, 4], [1, 3]]","[true, true, true, true, false]",1,2.0,0,1,0.3144229999999997
harmonic_loop,709,random_zones,11.044380932758228,2.9291002763289717,2.9291002763289717,0.3917821129246506,0.26521181170427605,0.8333333333333334,0.5,15.537877043583842,3.963985229034299,1.305767458021969,0.6233149151375013,0.47735522225505966,0,"[[2, 3], [2, 3], [2, 3], [2, 3]]","[true, true, true, true, true]",0,0.0,0,1,0.2670868750000004
